item,itemLabel,valuesLabel,authorLabel,publishedInLabel,pp
http://www.wikidata.org/entity/Q52329099,Turismo accesible en las dunas de Maspalomas. Propuesta de uso público inclusivo para un espacio natural protegido,ponencia,Manuel Ramírez Sánchez,V Foro Internacional de Turismo Maspalomas Costa Canaria,13
http://www.wikidata.org/entity/Q52147445,Arévacos y pelendones en el curso Alto del Duero: Aportación a la distribución del poblamiento en época prerromana,ponencia,Manuel Ramírez Sánchez,,
http://www.wikidata.org/entity/Q52161086,Epigrafía y organización social en la región celtibérica: los grupos de parentesco,tesis doctoral,Manuel Ramírez Sánchez,,
http://www.wikidata.org/entity/Q52161691,Gregorio Chil y Naranjo,libro,Manuel Ramírez Sánchez,,
http://www.wikidata.org/entity/Q52328082,Historias en la piedra. La escritura última en los cementerios ingleses de Canarias,libro,Manuel Ramírez Sánchez,,
http://www.wikidata.org/entity/Q52328409,Historia General,libro,Manuel Ramírez Sánchez,,
http://www.wikidata.org/entity/Q52220389,Paisajes epigráficos en la Provincia Hispana Citerior en época de Augusto,artículo científico,Manuel Ramírez Sánchez,Veleia,19
http://www.wikidata.org/entity/Q52221079,Parentesco y autorrepresentación en las ciudades de la Hispania indoeuropea,ponencia,Manuel Ramírez Sánchez,Le quotidien municipal dans l'Occident romain,15
http://www.wikidata.org/entity/Q51954902,Análisis experimental de los esquemas de inserción del árbol-B,artículo científico,Margarita Díaz Roca,Revista de Informática y Automática,7
http://www.wikidata.org/entity/Q51624581,Framework to support the assessment of programming languages students’ practical work,ponencia,Margarita Díaz Roca,ICERI2010 Proceedings,7
http://www.wikidata.org/entity/Q51625363,Development of Support Services for Linguistic Research over the Internet (Project TIN2004-03988),ponencia,Margarita Díaz Roca,Jornadas de Seguimiento de Proyectos en Tecnologías Informáticas 2007,7
http://www.wikidata.org/entity/Q51955018,Estructura y esquemas de búsqueda por similitud de cadenas de caracteres. Una aplicación para peticiones complejas de localización de palabras en archivos documentales,tesis doctoral,Margarita Díaz Roca,,
http://www.wikidata.org/entity/Q51955029,Metodología y Tecnología de La Programación II,libro,Margarita Díaz Roca,,
http://www.wikidata.org/entity/Q51955035,"Fundamentos de  Estructuras de Datos. Soluciones en Ada, Java y C++",libro,Margarita Díaz Roca,,
http://www.wikidata.org/entity/Q51955056,Experiencia de Uso y Características del Programa Gestión Automática de Prácticas (GAP),ponencia,Margarita Díaz Roca,,
http://www.wikidata.org/entity/Q51911172,"Traducción y censura en la España franquista: un caso de recepción de ""Claudine à Paris"" de Colette",artículo científico,Marina Díaz Peralta,Bulletin Hispanique,19
http://www.wikidata.org/entity/Q51911733,Argumentación y metáfora en el discurso político en torno a la inmigración,artículo científico,Marina Díaz Peralta,Arbor,12
http://www.wikidata.org/entity/Q51912029,Metaphor and symbol: the portrait of Montezuma II in the work of W.H. Prescott and its translation into Spanish by J. Navarro,artículo científico,Marina Díaz Peralta,Babel. Revue Internationale de la Traduction,22
http://www.wikidata.org/entity/Q51913543,"Ideología y selección lingüística en los textos históricos: las traducciones españolas de ""History of the Conquest of Mexico"" de W.H. Prescott",artículo científico,Marina Díaz Peralta,Babel. Revue Internationale de la Traduction,16
http://www.wikidata.org/entity/Q51913857,Variación sintáctica y actitudes lingüísticas en el español gran-canario,artículo científico,Marina Díaz Peralta,Anuario de Lingüística Hispánica,13
http://www.wikidata.org/entity/Q51914097,Aspectos sociolingüísticos de un cambio gramatical: la expresión de futuro,artículo científico,Marina Díaz Peralta,Estudios Filológicos,15
http://www.wikidata.org/entity/Q51914282,Didáctica de la enseñanza del español como primera lengua a alumnos de traducción e interpretación,artículo científico,Marina Díaz Peralta,Philologica canariensia,13
http://www.wikidata.org/entity/Q51914530,La adecuación de las dimensiones léxica y gramatical al registro literario en dos traducciones de la Metamorfosis de F. Kafka,artículo científico,Marina Díaz Peralta,Revista de Lenguas para Fines Específicos,15
http://www.wikidata.org/entity/Q51914784,La comparación estilística de dos traducciones del mismo texto original como recurso didáctico en la formación de traductores,artículo científico,Marina Díaz Peralta,Sendebar,15
http://www.wikidata.org/entity/Q51915051,El estudio de la lengua oral a través de los textos literarios,artículo científico,Marina Díaz Peralta,El Guiniguada,5
http://www.wikidata.org/entity/Q51935690,Metaphors of irregular immigration in the Spanish language press in the United States,artículo científico,Marina Díaz Peralta,Studia Neophilologica,14
http://www.wikidata.org/entity/Q51954369,"Adaptation Strategies in Historical Texts: The Spanish Version of History of the Reign of Philip the Second, King of Spain, by William H. Prescott",artículo científico,Marina Díaz Peralta,Intercultural Pragmatics,25
http://www.wikidata.org/entity/Q51954802,Sociolinguistic Factors in Grammatical Change: The Expression of the Future in Canarian Spanish,artículo científico,Marina Díaz Peralta,Studia Neophilologica,11
http://www.wikidata.org/entity/Q51954812,Variación sintáctica y estilo discursivo: La expresión de la futuridad en el español de las Palmas de Gran Canaria,artículo científico,Marina Díaz Peralta,Lingüística Española Actual,13
http://www.wikidata.org/entity/Q51954824,El estudio de los marcadores del discurso orientado a la traducción,capítulo,Marina Díaz Peralta,Con quien tanto quería: estudios en homenaje a María del Prado Escobar Bonilla,11
http://www.wikidata.org/entity/Q51954830,El significado pragmático del texto en español: los signos de puntuación,capítulo,Marina Díaz Peralta,Lengua española y traducción,28
http://www.wikidata.org/entity/Q51954837,Cambio semántico y prestigio social en el léxico del siglo de Oro,ponencia,Marina Díaz Peralta,"Cien años de investigación semántica, de Michel Breal a la actualidad: actas del Congreso Internacional de Semántica",9
http://www.wikidata.org/entity/Q51954848,Las condiciones sociales del cambio sintáctico,ponencia,Marina Díaz Peralta,"Actas del XI Congreso Internacional de la Asociación de Lingüística y Filología de la América Latina Las Palmas de Gran Canaria, del 22 al 27 de julio de 1996",9
http://www.wikidata.org/entity/Q51954875,Las notas a pie de página como dimensión pragmática en la traducción literaria,capítulo,Marina Díaz Peralta,Perspectivas Pragmáticas en Lingüística Aplicada,5
http://www.wikidata.org/entity/Q52342687,La metáfora al servicio del melodrama en el relato periodístico de la Transición española,artículo científico,Marina Díaz Peralta,Onomázein,19
http://www.wikidata.org/entity/Q56132313,Análisis lingüístico y formalización computacional del texto argumentativo (OpinionText TIP),artículo científico,Marina Díaz Peralta,Revista de Humanidades Digitales,23
http://www.wikidata.org/entity/Q51916035,Ortografía española I: letras y acentos,libro,Marina Díaz Peralta,,
http://www.wikidata.org/entity/Q51916390,La expresión de futuro en el español de las Palmas de Gran Canaria,libro,Marina Díaz Peralta,,
http://www.wikidata.org/entity/Q51916595,El español del siglo XVI a través de un texto erudito canario,libro,Marina Díaz Peralta,,
http://www.wikidata.org/entity/Q51846160,"La puntuación en los textos españoles del siglo XVII: ""Arte para fabricar, fortificar, y apareiar naos de gverra y merchante"" de Tomé Cano",artículo científico,Marina Díaz Peralta,Revue de Linguistique Romane,15
http://www.wikidata.org/entity/Q51846300,Lenguas en contacto. El elemento prehispano en el léxico del español hablado en Canarias durante el periodo áureo,artículo científico,Marina Díaz Peralta,Bulletin of Hispanic Studies,8
http://www.wikidata.org/entity/Q51098322,"La traducción al latín de algunos términos griegos y su repercusión en los comentarios a los ""Aphthonii Progymnasmata""",artículo científico,María Dolores García de Paso Carrasco,Cuadernos de Filología Clásica. Estudios Latinos,15
http://www.wikidata.org/entity/Q51124404,Valores romanos y ejes transversales,artículo científico,María Dolores García de Paso Carrasco,Estudios Clasicos,26
http://www.wikidata.org/entity/Q53885655,Lo políticamente correcto: pensamiento y lenguaje,capítulo,María Dolores García de Paso Carrasco,"A contracultura: insurrectos, subversivos, insumisos",18
http://www.wikidata.org/entity/Q53890238,"La traducción de Daniel Heinsius de los ""Aphthonii progymnasmata""",capítulo,María Dolores García de Paso Carrasco,"""Manipulus studiorum"" en recuerdo de la profesora Ana María Aldama Roy",11
http://www.wikidata.org/entity/Q55832833,La Elegía in qvendam zoilvm de Vicente Mariner y su versión latina del Epigramma ad Mamvm de Juan de Mariana,artículo científico,María Dolores García de Paso Carrasco,Philologica canariensia,11
http://www.wikidata.org/entity/Q55963446,Vicente Mariner y una polémica literaria del siglo XVII,ponencia,María Dolores García de Paso Carrasco,"Actas del XI Congreso Internacional de la Asociación de Lingüística y Filología de la América Latina Las Palmas de Gran Canaria, del 22 al 27 de julio de 1996",10
http://www.wikidata.org/entity/Q55964510,El estilo epistolar de Vicente Mariner,ponencia,María Dolores García de Paso Carrasco,Humanismo y pervivencia del mundo clásico: homenaje al profesor Antonio Fontán,10
http://www.wikidata.org/entity/Q55964528,Los Comentarios de Reinhardus Lorichius y Juan de Mal Lara a los Progymnasma de Aftonio: una aproximación,ponencia,María Dolores García de Paso Carrasco,Humanismo y pervivencia del mundo clásico: homenaje al profesor Antonio Prieto,8
http://www.wikidata.org/entity/Q55965538,"El metatexto de los ""Progymnasmata"" de Aftonio: una aproximación al ""Epítome"" de Juan de Mal Lara",ponencia,María Dolores García de Paso Carrasco,Baetica renascens,12
http://www.wikidata.org/entity/Q56026913,"La versión latina de la ""Ilíada"" del jesuita mexicano Francisco Xavier Alegre",artículo científico,María Dolores García de Paso Carrasco,Boletín Millares Carlo,20
http://www.wikidata.org/entity/Q56026937,La epistolografia de Vicente Mariner y la preceptiva epistolar,artículo científico,María Dolores García de Paso Carrasco,Boletín Millares Carlo,21
http://www.wikidata.org/entity/Q56027104,Los Varia Illustrium Virorum Poemata reunidos por Francisco López de Aguilar para alabanza de Lope de Vega y escarnio de Torres Rámila: Poemata I-XXV,artículo científico,María Dolores García de Paso Carrasco,Fortunatae,36
http://www.wikidata.org/entity/Q56033929,"La consideración de la mujer en ""marginalia"" a las ""Elegías"" de Propercio",artículo científico,María Dolores García de Paso Carrasco,Q15752887,10
http://www.wikidata.org/entity/Q56043019,"Los poetas clásicos en los ""Comentarios"" de Reinhard Lorich y Juan de Mal de Lara a los ""Progymnasmata"" de Aftonio",artículo científico,María Dolores García de Paso Carrasco,Humanistica Lovaniensia,18
http://www.wikidata.org/entity/Q55870764,"Vicente Mariner y sus traducciones de la ""Ilias"" y la ""Odyssea""",libro,María Dolores García de Paso Carrasco,,
http://www.wikidata.org/entity/Q55872705,"Vicente Mariner, breve antología",libro,María Dolores García de Paso Carrasco,,
http://www.wikidata.org/entity/Q56027186,Los 'Varia illustrium virorum poemata' reunidos por Francisco López de Aguilar para alabanza de Lope de Vega y escarnio de Torres Rámila: 'Poemata' XXVI-XLVI,artículo científico,María Dolores García de Paso Carrasco,,
http://www.wikidata.org/entity/Q51121530,"La ""Fortunatarum Insularum descriptio"" de Marc-Antoine Muret en el ms. 1854 de la Biblioteca Nacional de Madrid",artículo científico,María Elena Curbelo Tavío,Boletín Millares Carlo,10
http://www.wikidata.org/entity/Q51799340,"Un nuevo manual de enseñanza: los ""Rhetoricae artis progymnasmata"" de Thomas Blebel",artículo científico,María Elena Curbelo Tavío,Cuadernos de Filología Clásica. Estudios Latinos,9
http://www.wikidata.org/entity/Q51799584,"Fuentes y ejemplos de los ""Progymnasmata Rhetorica Summam Totius Artis"" de J. Telgius",artículo científico,María Elena Curbelo Tavío,Euphrosyne,12
http://www.wikidata.org/entity/Q51799764,"La selección de Ovidio en los ""Versus Sententiosi"" de Bartholomeus Schönborn: el término ""amor""",artículo científico,María Elena Curbelo Tavío,Habis,17
http://www.wikidata.org/entity/Q51799907,La eloquentia en los florilegios latinos del XVI,artículo científico,María Elena Curbelo Tavío,Revista de Estudios Latinos,23
http://www.wikidata.org/entity/Q51801364,El Donati grammatici de figuris apusculum De Giovani Sulpizio da Veroli,artículo científico,María Elena Curbelo Tavío,"""Studia Humanitatis in Honorem"" Antonio Cabrera Perera",21
http://www.wikidata.org/entity/Q51801364,El Donati grammatici de figuris apusculum De Giovani Sulpizio da Veroli,capítulo,María Elena Curbelo Tavío,"""Studia Humanitatis in Honorem"" Antonio Cabrera Perera",21
http://www.wikidata.org/entity/Q51802436,El De componendis et ornandis epistolis de Giovanni Sulpizio Verulano,ponencia,María Elena Curbelo Tavío,Nova et vetera: nuevos horizontes de la Filología latina,11
http://www.wikidata.org/entity/Q51802947,Nebrija y Perotti en la preceptiva del renacimiento: el tratamiento de las fuguras,ponencia,María Elena Curbelo Tavío,Actas del X Congreso Español de Estudios Clásicos,5
http://www.wikidata.org/entity/Q51800037,Teoría y práctica epistolar de Nicolò Perotti,artículo científico,María Elena Curbelo Tavío,,
http://www.wikidata.org/entity/Q51800202,La teoría epistolar en Christoph Hegendorff,artículo científico,María Elena Curbelo Tavío,,
http://www.wikidata.org/entity/Q51830011,"Nicolai Perotti De Componendis epistolis: edición, traducción y estudio",tesis doctoral,María Elena Curbelo Tavío,,
http://www.wikidata.org/entity/Q51099063,"Los Scholia de Juan de Mal Lara al ""progymnasma"" de la fábula de Aftonio",artículo científico,María Elisa Cuyás de Torres,Cuadernos de Filología Clásica. Estudios Latinos,22
http://www.wikidata.org/entity/Q51099241,"La enseñanza de la Retórica en los ""Scholia in Aphthonii progymnasmata"" de Juan de Mal Lara",artículo científico,María Elisa Cuyás de Torres,Calamus Renascens,9
http://www.wikidata.org/entity/Q53878381,Los comentarios a los Progymnasmata de Aftonio de Francisco Escobar y Juan de Mal Lara: estudio preliminar,capítulo,María Elisa Cuyás de Torres,Humanismo y pervivencia del mundo clásico: homenaje al profesor Antonio Prieto,12
http://www.wikidata.org/entity/Q53884790,"La narración y el elogio en los ""Scholia in Aphtonii Progymnasmata"" de Juan de Mal Lara",capítulo,María Elisa Cuyás de Torres,Pectora mulcet. Estudios de retórica y oratoria latinas,12
http://www.wikidata.org/entity/Q53989261,Common topics in eighteenth-century prefaces to English school grammars: an application of the ECEG database,artículo científico,María Esther Rodríguez Gil,Q7833737,21
http://www.wikidata.org/entity/Q53989275,John Entick's and Ann Fisher's Dictionaries: An Eighteenth-century Case of (Cons)Piracy?,artículo científico,María Esther Rodríguez Gil,Q15710050,32
http://www.wikidata.org/entity/Q51911172,"Traducción y censura en la España franquista: un caso de recepción de ""Claudine à Paris"" de Colette",artículo científico,María Jesús García Domínguez,Bulletin Hispanique,19
http://www.wikidata.org/entity/Q51911733,Argumentación y metáfora en el discurso político en torno a la inmigración,artículo científico,María Jesús García Domínguez,Arbor,12
http://www.wikidata.org/entity/Q51912029,Metaphor and symbol: the portrait of Montezuma II in the work of W.H. Prescott and its translation into Spanish by J. Navarro,artículo científico,María Jesús García Domínguez,Babel. Revue Internationale de la Traduction,22
http://www.wikidata.org/entity/Q51913543,"Ideología y selección lingüística en los textos históricos: las traducciones españolas de ""History of the Conquest of Mexico"" de W.H. Prescott",artículo científico,María Jesús García Domínguez,Babel. Revue Internationale de la Traduction,16
http://www.wikidata.org/entity/Q51935690,Metaphors of irregular immigration in the Spanish language press in the United States,artículo científico,María Jesús García Domínguez,Studia Neophilologica,14
http://www.wikidata.org/entity/Q51954369,"Adaptation Strategies in Historical Texts: The Spanish Version of History of the Reign of Philip the Second, King of Spain, by William H. Prescott",artículo científico,María Jesús García Domínguez,Intercultural Pragmatics,25
http://www.wikidata.org/entity/Q51954830,El significado pragmático del texto en español: los signos de puntuación,capítulo,María Jesús García Domínguez,Lengua española y traducción,28
http://www.wikidata.org/entity/Q52342687,La metáfora al servicio del melodrama en el relato periodístico de la Transición española,artículo científico,María Jesús García Domínguez,Onomázein,19
http://www.wikidata.org/entity/Q56105957,La influencia linguística sobre la preposición en contextos internominales,ponencia,María Jesús García Domínguez,"Reflexiones sobre la traducción. Actas del Primer Encuentro Interdisciplinar ""Teoría y práctica de la Traducción""",10
http://www.wikidata.org/entity/Q56106996,Problemática en torno a algunos usos preposicionales en la creación textual,ponencia,María Jesús García Domínguez,"Reflexiones sobre la traducción. Actas del Primer Encuentro Interdisciplinar ""Teoría y práctica de la Traducción""",12
http://www.wikidata.org/entity/Q56107914,La descripción de Don Lope: un proceso de creación lingüísitca en Tristana de Galdós,ponencia,María Jesús García Domínguez,Actas del Quinto Congreso Internacional de Estudios Galdosianos,11
http://www.wikidata.org/entity/Q56132313,Análisis lingüístico y formalización computacional del texto argumentativo (OpinionText TIP),artículo científico,María Jesús García Domínguez,Revista de Humanidades Digitales,23
http://www.wikidata.org/entity/Q56109033,La dimensión pragmática en la valoración de versiones traducidas de un mismo texto dramático original,capítulo,María Jesús García Domínguez,Perspectivas Pragmáticas en Lingüística Aplicada,6
http://www.wikidata.org/entity/Q56109408,"La técnica de la imagen en el texto de ""Tristana"" de B. Pérez Galdós",ponencia,María Jesús García Domínguez,"Actas del XI Congreso Internacional de la Asociación de Lingüística y Filología de la América Latina Las Palmas de Gran Canaria, del 22 al 27 de julio de 1996",8
http://www.wikidata.org/entity/Q56110870,Usos del gerundio: una herramienta para la revisión del texto traducido,capítulo,María Jesús García Domínguez,La traducción: estrategias profesionales,24
http://www.wikidata.org/entity/Q56111476,El enunciado como unidad básica de la producción textual: la técnica de la segmentación pragmaestilística,capítulo,María Jesús García Domínguez,Con quien tanto quería: estudios en homenaje a María del Prado Escobar Bonilla,14
http://www.wikidata.org/entity/Q56112046,Oralidad y escrituridad en la traducción del coloquio literario,capítulo,María Jesús García Domínguez,La formación de traductores e intérpretes: aproximación interdisciplinar,18
http://www.wikidata.org/entity/Q56121686,Estudio de la disponibilidad léxica en Gran Canaria: la variable geográfica y el tipo de educación,artículo científico,María Jesús García Domínguez,REALE. Revista de estudios de adquisición de la lengua española,8
http://www.wikidata.org/entity/Q56121950,El proceso creador de Tristana de B. Pérez Galdós: las versiones manuscritas y las versiones impresas,artículo científico,María Jesús García Domínguez,Philologica canariensia,30
http://www.wikidata.org/entity/Q56122020,La expresión de la hipótesis y la certeza: análisis estilístico de dos versiones españolas del soneto II de W. Shakespeare,artículo científico,María Jesús García Domínguez,RLA. Revista de lingüística teórica y aplicada,8
http://www.wikidata.org/entity/Q56122128,La Construcción Pasiva en Inglés y en Español: dos normas en conflicto en el proceso de la traducción,artículo científico,María Jesús García Domínguez,,
http://www.wikidata.org/entity/Q51954837,Cambio semántico y prestigio social en el léxico del siglo de Oro,ponencia,María Teresa Cáceres Lorenzo,"Cien años de investigación semántica, de Michel Breal a la actualidad: actas del Congreso Internacional de Semántica",9
http://www.wikidata.org/entity/Q51831227,Indigenismos léxicos con diversidad de significados en el Diccionario de Americanismos (2010): el caso de los nahuatlismos de Mesoamérica en otras regiones,artículo científico,María Teresa Cáceres Lorenzo,Tonos Digital,15
http://www.wikidata.org/entity/Q51831617,Strategies in young learners: A study case,artículo científico,María Teresa Cáceres Lorenzo,Revista Nebrija de Lingüística aplicada a la enseñanza de Lenguas,9
http://www.wikidata.org/entity/Q51831907,Heterogeneidad léxica en las relaciones geográficas de la gobernación de Yucatán,artículo científico,María Teresa Cáceres Lorenzo,Alpha,15
http://www.wikidata.org/entity/Q51833696,Tendencia de los derivados españoles con base indoamericana en el siglo XVI,artículo científico,María Teresa Cáceres Lorenzo,"Bulletin of Spanish Studies: Hispanic studies and researches on Spain, Portugal and Latin America",11
http://www.wikidata.org/entity/Q51833836,Vitalidad sincrónica actual de los indigenismos en la crónica etnográfica: el caso de relación de antigüedades deste reyno del Pirú (1613),artículo científico,María Teresa Cáceres Lorenzo,Tonos Digital,21
http://www.wikidata.org/entity/Q51834034,Dimensiones comunicativas del vocabulario nahua en las crónicas franciscanas: ¿indicios de mestizaje lingüístico o estrategia evangélica de Motolinía y Sahagún?,artículo científico,María Teresa Cáceres Lorenzo,Critica Hispanica,19
http://www.wikidata.org/entity/Q51834315,Teenagers learning Chinese as a foreign language in a European Confucius Institute: the relationship between language learner strategies and successful learning factors,artículo científico,María Teresa Cáceres Lorenzo,Language Awareness,17
http://www.wikidata.org/entity/Q51834554,Differentiation Between Indigenous Loanwords in the Spanish American Lexicon,artículo científico,María Teresa Cáceres Lorenzo,Bulletin of Hispanic Studies,9
http://www.wikidata.org/entity/Q51834725,La rúbrica de un taller de escritura para enseñar a sinohablantes en el contexto universitario europeo: estudio de caso,artículo científico,María Teresa Cáceres Lorenzo,Porta Linguarum,17
http://www.wikidata.org/entity/Q51839193,Variables en el desarrollo de la reflexión metalingüística (L1) de alumnos plurilingües en el primer año universitario,artículo científico,María Teresa Cáceres Lorenzo,Revista Espanola de Linguistica Aplicada,21
http://www.wikidata.org/entity/Q51839208,Estrategias comunicativas y tipos documentales en la selección de voces amerindias en el siglo XVI (1518-1559),artículo científico,María Teresa Cáceres Lorenzo,RILCE,24
http://www.wikidata.org/entity/Q51839437,Indoamericanismos de uso general en documentos españoles americanos (1502-1560): propuesta de clasificación y resultados,artículo científico,María Teresa Cáceres Lorenzo,"Bulletin of Spanish Studies: Hispanic studies and researches on Spain, Portugal and Latin America",11
http://www.wikidata.org/entity/Q51845388,Tipos de Relaciones Geográficas en el siglo XVI,artículo científico,María Teresa Cáceres Lorenzo,Critica Hispanica,21
http://www.wikidata.org/entity/Q51845398,Nuevos datos sobre el uso de voces del fondo hispánico tradicional en textos españoles del siglo XVI,artículo científico,María Teresa Cáceres Lorenzo,Onomázein,8
http://www.wikidata.org/entity/Q51845415,Pugna entre lenguas romances e indigenismo en el español atlántico (1496-1600),artículo científico,María Teresa Cáceres Lorenzo,Bulletin of Hispanic Studies,17
http://www.wikidata.org/entity/Q51845423,Valoración del profesorado sobre las competencias genéricas: su efecto en la docencia,artículo científico,María Teresa Cáceres Lorenzo,Revista Iberoamericana de Psicología y Salud,15
http://www.wikidata.org/entity/Q51845868,Claves para entender la influencia de las lenguas africanas en el vocabulario del español atlántico durante la colonización europea de Canarias,artículo científico,María Teresa Cáceres Lorenzo,Itinerarios,8
http://www.wikidata.org/entity/Q51845996,Desarrollo transversal de la comunicación lingüística: análisis de necesidades y propuestas de tarea para el diseño curricular,artículo científico,María Teresa Cáceres Lorenzo,Revista Electrónica de Lingüística Aplicada,20
http://www.wikidata.org/entity/Q51846051,New contributions to language contact in the Atlantic: the lascasian view on the Canaries,artículo científico,María Teresa Cáceres Lorenzo,Critica Hispanica,14
http://www.wikidata.org/entity/Q51846064,"Contribución al vocabulario de la ""Nova Realia"" en el español clásico",artículo científico,María Teresa Cáceres Lorenzo,Bulletin of Hispanic Studies,15
http://www.wikidata.org/entity/Q51846113,"El personaje romancístico de la mala madre en el repertorio herreño: modelos de malas madres: descuidada, egoísta y celestinesca",artículo científico,María Teresa Cáceres Lorenzo,Philologica canariensia,9
http://www.wikidata.org/entity/Q53653700,Léxico canario-americano en el siglo XVI,ponencia,María Teresa Cáceres Lorenzo,"Actas del V Congreso Internacional de Historia de la Lengua Española, Valencia 31 de enero - 4 de febrero 2000",10
http://www.wikidata.org/entity/Q53690146,Las plantas alimenticias americanas en Canarias en los siglos XV y XVI,ponencia,María Teresa Cáceres Lorenzo,XV Coloquio de Historia Canario-Americana,14
http://www.wikidata.org/entity/Q53690987,"La tradición épico-ideológica de la figura femenina en el Romancero Canario:a propósito de la contaminación del romance ""El conde Grifos Lombardos"" del Romancero de Hierro",capítulo,María Teresa Cáceres Lorenzo,Con quien tanto quería: estudios en homenaje a María del Prado Escobar Bonilla,8
http://www.wikidata.org/entity/Q53691507,Interinfluencia y proyección de materiales léxicos comunes en los orígenes del español de Ultramar,ponencia,María Teresa Cáceres Lorenzo,"Actas del V Congreso Internacional de Historia de la Lengua Española, Madrid, 29 de septiembre - 3 octubre 2003",10
http://www.wikidata.org/entity/Q53693095,Satisfacción de los alumnos en la implementación en cursos de formación continua en línea,ponencia,María Teresa Cáceres Lorenzo,VII Foro sobre Evaluación de la Calidad de la Investigación y de la Educación Superior,5
http://www.wikidata.org/entity/Q53693684,Análisis lingüístico y edición de textos,capítulo,María Teresa Cáceres Lorenzo,"Canarias y el contexto Atlántico. Visiones históricas, sociales y culturales: proyecto estructurante de humanidades. Humanidades investiga, diagnósticos y retos para el futuro",10
http://www.wikidata.org/entity/Q53700437,Léxico asociado a los recursos naturales americanos en el español de Canarias,ponencia,María Teresa Cáceres Lorenzo,"200 años de Iberoamérica (1810-2010). Congreso Internacional: Actas del XIV Encuentro de Lationoamericanistas Españoles, Santiago de Compostela, 15-18 de setiembre de 2010",10
http://www.wikidata.org/entity/Q53700445,La rúbrica como herramienta de evaluación de las competencias en el EEES: proceso y resultados en un título de postgrado online de la ULPGC,ponencia,María Teresa Cáceres Lorenzo,VIII Foro sobre Evaluación de la Calidad de la Investigación y de la Educación Superior,5
http://www.wikidata.org/entity/Q53700474,Textos para el desarrollo de la competencia comunicativa en contextos escolares: pauta y modelos,ponencia,María Teresa Cáceres Lorenzo,Del texto a la lengua. La aplicación de los textos a la enseñanza-aprendizaje del español L2-LE,10
http://www.wikidata.org/entity/Q53700487,Nuevos datos sobre la importancia de las lenguas africanas en el vocabulario del español atlántico durante la colonización europea de Canarias,ponencia,María Teresa Cáceres Lorenzo,España y América en el bicentenario de las independencias,10
http://www.wikidata.org/entity/Q53700526,Uso y conocimiento de los recursos digitales web 2.0 en los profesores de la ULPGC,capítulo,María Teresa Cáceres Lorenzo,Cuadernos de innovación educativa,16
http://www.wikidata.org/entity/Q53700528,Portuguesismos y occidentalismos en las hablas canarias. Aportaciones desde el léxico dialectal sincrónico,capítulo,María Teresa Cáceres Lorenzo,Studium grammaticae. Homenaje al profesor José A. Martínez,15
http://www.wikidata.org/entity/Q53700532,Voces indígenas en la relación del funcionario real Juan Polo de Ondegardo,ponencia,María Teresa Cáceres Lorenzo,"Actas del IX Congreso Internacional de Historia de la Lengua Española (Cádiz, 2012)",10
http://www.wikidata.org/entity/Q53590126,El estudio histórico del español en Canarias,capítulo,María Teresa Cáceres Lorenzo,El español de Canarias hoy: análisis y perspectivas,9
http://www.wikidata.org/entity/Q53590628,El español en Canarias y América: aproximación a sus relaciones históricas,ponencia,María Teresa Cáceres Lorenzo,XI Coloquio de Historia Canario-Americana,14
http://www.wikidata.org/entity/Q53638409,Cómo crear revistas digitales a través de la plataforma FlipSnack con alumnos de Acceso a Mayores de 25 de la Universidad de Las Palmas de Gran Canaria,ponencia,María Teresa Cáceres Lorenzo,II Jornadas Iberoamaricanas de Innovación Educativa en el ámbito de las TIC,4
http://www.wikidata.org/entity/Q53640271,Flipped learning: estrategia didáctica en la enseñanza de español para estudiantes Erasmus Mundus,ponencia,María Teresa Cáceres Lorenzo,II Jornadas Iberoamaricanas de Innovación Educativa en el ámbito de las TIC,6
http://www.wikidata.org/entity/Q53640825,"Historia, género y tabú ante la globalización. Pervivencia en el romancero general cubano",capítulo,María Teresa Cáceres Lorenzo,"Mujeres en el Mundo. Género, trabajo, salud, educación, arte, cultura y redes en movimiento",15
http://www.wikidata.org/entity/Q53646569,The design of a syllabus for translation students: learning outcomes in the subjects of Spanish language,ponencia,María Teresa Cáceres Lorenzo,II Jornadas Iberoamaricanas de Innovación Educativa en el ámbito de las TIC,5
http://www.wikidata.org/entity/Q53647006,El uso de textos de la Literatura de tradición oral en el desarrollo de la competencia comunicativa,ponencia,María Teresa Cáceres Lorenzo,"Lengua, literatura y género. X Simposio Internacional de la Sociedad Española de Didáctica de la Lengua y la Literatura",26
http://www.wikidata.org/entity/Q53651241,Apuntes lexicográficos sobre el pino canario,capítulo,María Teresa Cáceres Lorenzo,Homenaje a José Pérez Vidal,15
http://www.wikidata.org/entity/Q53652167,La incorporación de los portuguesismos en los orígenes del español de Canarias,ponencia,María Teresa Cáceres Lorenzo,"Actas del IV Congreso Internacional de Historia de la Lengua Española: La Rioja, 1-5 de abril de 1997",10
http://www.wikidata.org/entity/Q53653280,Aproximación al conocimiento del léxico canario a través de documentos notariales del siglo XVI,ponencia,María Teresa Cáceres Lorenzo,"Actas del XI Congreso Internacional de la Asociación de Lingüística y Filología de la América Latina Las Palmas de Gran Canaria, del 22 al 27 de julio de 1996",6
http://www.wikidata.org/entity/Q51846076,El juego de las letras en las adivinanzas en Las Palmas de Gran Canaria como vehículo de diversión y aprendizaje,artículo científico,María Teresa Cáceres Lorenzo,,
